Tags,Body,Title
 python openerp odoo- odoo-  ,"these methods should update the res.partner name on form view it opens a new window showing partners name and a button to update it.Originally on v it looked like this:class WizUpdatename(osv.osv_memory):_name = 'wiz.updatename'_description = \""Wizard that changes the partner name\""def set_name(self cr uid ids context):    \""\""\"" Change value of the name field    \""\""\""    data = self.pool.get('wiz.updatename').read(cr uid ids)[]    if not data['sure']:        raise osv.except_osv(            _(\""Error!\"")            _(\""Please confirm that you want to do this by checking the\""              \"" option\""))    partner_obj = self.pool.get('res.partner')    name_partner = data['name']    partner_obj.write(cr uid context['active_id']                      {'name': name_partner} context=context)    return {}def _get_name(self cr uid context=None):    \""\""\"" Get name field value    \""\""\""    if context is None:        context = {}    partner_obj = self.pool.get('res.partner')    partner = partner_obj.search(cr uid                                 [('id' '=' context['active_id'])])    partner_o = partner_obj.browse(cr uid partner[])    return partner_o and partner_o.name or False_columns = {    'name': fields.char(        string='Name' size= required=True        default=lambda s: s._get_name())    'sure': fields.boolean('Are you sure?')}WizUpdatename()After mirgation it now look like this:class WizUpdatename(models.TransientModel):_name = 'wiz.updatename'_description = \""Wizard that changes the partner name\""name = fields.Char(    string='Name' size= required=True    default=lambda s: s._get_name())sure =fields.Boolean(string='Are you sure?')@api.multi@api.depends('res.partner')def set_name(self): # cr uid ids context    \""\""\"" Change value of the name field    \""\""\""    data = self.env['wiz.updatename'].read()[]    if not data['sure']:        raise UserError(            _(\""Error!\"")            _(\""Please confirm that you want to do this by checking the\""              \"" option\""))    partner_obj = self.env['res.partner']    name_partner = data['name']    partner_obj.write(context['active_id']                      {'name': name_partner})     return {}@api.depends('res.partner')def _get_name(self): # cr uid context=None    \""\""\"" Get name field value    \""\""\""    #if context is None:        #context = {}    #ctx = self._context.get()    partner_obj = self.env['res.partner']    partner = partner_obj.search([('id' '=' 'active')])     partner_o = partner_obj.browse(partner[])     return partner_o and partner_o.name or FalseBut everytime I click on this it throws:Traceback (most recent call last):File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/http.py\"" line  in _handle_exceptionreturn super(JsonRequest"" self)._handle_exception(exception)File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/http.py\"""" line "" in dispatchresult = self._call_function(**self.params)File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/http.py\"""" line  in _call_functionreturn checked_call(self.db *args"" **kwargs)File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/service/model.py\"""" line  in wrapperreturn f(dbname *args"" **kwargs)File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/http.py\"""" line  in checked_callresult = self.endpoint(*a"" **kw)File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/http.py\"""" line  in __call__return self.method(*args"" **kw)File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/http.py\"""" line  in response_wrapresponse = f(*args"" **kw)File \""/home/kristian/odoov/odoo-.rcc-/odoo/addons/web/controllers/main.py\"""" line  in call_kwreturn self._call_kw(model method args"" kwargs)File \""/home/kristian/odoov/odoo-.rcc-/odoo/addons/web/controllers/main.py\"""" line  in _call_kwreturn call_kw(request.env[model] method args"" kwargs)File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/api.py\"""" line  in call_kwreturn call_kw_model(method model args"" kwargs)File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/api.py\"""" line  in call_kw_modelresult = method(recs *args"" **kwargs)File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/models.py\"""" line "" in default_getdefaults[name] = field.default(self)File \""/home/kristian/odoov/gilda/ln_ve_fiscal_requirements/wizard/wizard_update_name.py\"""" line "" in &lt;lambda&gt;default=lambda s: s._get_name())File \""/home/kristian/odoov/gilda/ln_ve_fiscal_requirements/wizard/wizard_update_name.py\"""" line  in _get_namepartner = partner_obj.search([('id' '=' 'active')]) #cr uid context['active_id'] later added ctx before active_id now"" brackets removed let's seeFile \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/models.py\"""" line  in searchres = self._search(args offset=offset limit=limit order=order"" count=count)File \""/home/kristian/odoov/odoo-.rcc-/odoo/addons/base/res/res_partner.py\"""" line  in _searchcount=count"" access_rights_uid=access_rights_uid)File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/models.py\"""" line  in _searchself._cr.execute(query_str"" where_clause_params)File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/sql_db.py\"""" line  in wrapperreturn f(self *args"" **kwargs)File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/sql_db.py\"""" line  in executeres = self._obj.execute(query"" params)DataError: invalid input syntax for integer: \""active\""LINE : ...artner\"".\""active\"" = true)  AND  \""res_partner\"".id = 'active') ...The error is on this line partner = partner_obj.search([('id'"" '=' 'active')]) now originally active was active_id because it should browse one record based on that but on new Odoo v the field active_id no longer exists there's an active one but I think is  used in some other way"" obviously different from active_id.I still can't find something equivalent for this field on v community.Any ideas?""",DataError: invalid input syntax for integer: &quot;active&quot; - Odoo v to Odoo v community
 python r data-visualization data-export google-search-console ,I have multiple Google Search Console accounts. However GSC have some limitations - you can't see historical data. Moreover comparing websites position in GSC is awkward.  Also when I manage multiple GSC account I think so it's a good idea to do sth like automatically exporting data from GSC.First what comes to my mind is to use Google Search Console API and then download data using for example Python etc. But there are some problems - multiple accounts + I want to do it every day. Then I want to put the data into something like BigQuery or other cloud database storage to make it accessible to my colleagues.  Also I need a tool data visualization which will show me thinks like this:- Growth of organic search traffic during some period of time - Changes in  not found errors during some period of time.Do you advice me to use some available software for it (if any)?  Or better to write custom software in Python or R to downloading data from GSC putting it to database and then visualise? I am looking for your ideas. Thanks you in advance.,Google Search Console data exporting &amp; visualization
 python windows caffe  ,"I met some problems when i try to compile caffe with python interface. After done the compile and copy the pycaffe to site-packages.I type the command import caffe in python.exe however nothing happened and I can not input any other command anymore.seems the cmd has down.<img src=\""https://i.stack.imgur.com/ghzVt.jpg\"" alt=\""enter image description here\"">  <a href=\""https://github.com/BVLC/caffe/issues/\"" rel=\""nofollow noreferrer\"">can not import caffe in python.</a>",no error report when i import caffe under windows python.
 python pandas hdfs pytables ,How do you unit test data stored within Pytables. I would prefer not to create a temp table but use an in memory .h file but i do not know how the unit testing would work? Since i cant use the pandas data_frame assert equals to do this? This is a simple function i want to test as an example  def store(hdfstore df key itemsize):     store = pd.HDFStore(hdfstore mode='a')     # add some extra columns to dataframe     store.append(key df data_columns=True min_itemsize=itemsize nan_rep = 'nan')     store.close()Also is is necessary to test I/O? If so what is the best way to do this? Create a temp file? But then you are testing an entirely different instance? ,Unit testing values Stored in HDFStore
 python arduino tweepy  ,I have a code in Arduino and it display the output in Serial monitor. What I want to do is to display it also on python shell. Does somebody know how python will get the codes from Arduino? Thanks!,How to display the ouput of Arduino code in python shell?
 python debugging pudb ,How could I inspect complex variable (list dict object) value with python debugger I am new to python I tried pudb it looks like when the variable type is complex type the debugger only show type of the variable not the value.Is it possible to inspect value with pudb? or is there any other python debugger can do this?,"inspect complex variable in python debugger, like pudb"
 python azure authentication adal  ,I'm using the following code (python but it doesn't really matter getting the same result with powershell and invoke-webrequest):from msrestazure.azure_active_directory import UserPassCredentialsusername = '%username%'password = '%password%'client_id = '{Azure AD Application GUID}'secret_id = '{Azure AD Application secret}'credentials = UserPassCredentials(username password client_id secret_id)this works for users in one tenant but doesn't work for the users from another tenant with a weird error:<blockquote>  msrest.exceptions.AuthenticationError:  InvalidGrantError:  (invalid_grant) AADSTS: Error validating credentials.  AADSTS: Invalid username or password</blockquote>I can login using the portal with the same credentials just fine. The tenant in question is using AAD Sync and SSO could that interfere?If yes how do I obtain tokens for the users in such an Azure AD?,Unable to auth as user programmatically
 python python-. ,"dic = {    'key_':['val_''val_']    'key_':['val_''val_']    'key_':['val_''val_']}info = {    'i_':'good'    'i_':'bad'}for kv in dic.items()    print 'Jack scrd'+info[i_]+\""in both subjects\""+dic[val]+'&amp;'+dic[val]I know the print code is not right but gave it here for understanding what I really wanted to do here. I want only the above similar line in printing command.",&#;print key_ + value_+value_ + good &#; by using two dictionaries ?? nothing else
 python regex string count  ,"I was wondering is it possible to count for multiple strings using the .count function?string = \""abcdefg\""string.count(\"".\"" or \""!\"")When I use the or command it only gives me the count for  of the variables but I want the total. How do you combine it such that it counts for  strings without splitting it into two functions?Thanks",Is it possible to use .count on multiple strings in one command for PYTHON?
 python setuptools bokeh setup.py ,"I provide a tool as part of my python package that visualizes a parameter space using bokeh. The normal way to launch it would be:$ bokeh serve --show my_package/tools/my_tool.pyWhich opens a browser and shows an interactive plot.However when I install this package using pip/ PyPI users can not easily access this folder so I would like to provide an entry point for this in my setup.py.Package Layout:folder||--- my_package|     ||     |- __init__.py|     |- __main__.py|     |- some_code.py|     ||     +--- tools|           ||           +--- my_tool.py|+--setup.pyIn my setup.py I already specify an entry point to my main method:setup.pyfrom setuptools import setup find_packagessetup(    name = \""my_package\""    packages = find_packages()    entry_points = {        'console_scripts': [            'my_package = my_package.__main__:main'          ]    }    [...])However the only way I found to launch the bokeh server and show the interface was to create another python script like thisimport osfrom subprocess import calldef main():    p = os.path.realpath(__file__)    prefix _ = os.path.split(p)    bokeh_server_file = os.path.join(prefix"" \""my_tool.py\"")    call([\""bokeh\"""" \""serve\"""" \""--show\"""" bokeh_server_file])if __name__ == \""__main__\"":    main()place it in the tools folder and create an entry point for this scripts main method. *shudder* There has to be a better way to do this. Is it possible to provide this kind of entry point using setuptools or is there another way to achieve this behavior?""",Entry point for a bokeh server
 python django django-models  ,"I am using Django with mysql. I have created models.py using command inspectdb from existing database in mysql. It has a model as below :class Participationdata(models.Model):    userid = models.ForeignKey('Volunteer' models.DO_NOTHING db_column='UserId')  # Field name made lowercase.    eventid = models.ForeignKey('Events' models.DO_NOTHING db_column='EventId')  # Field name made lowercase.    ptrflag = models.IntegerField(db_column='PtrFlag' blank=True null=True)  # Field name made lowercase.    class Meta:        managed = False        db_table = 'ParticipationData'        unique_together = (('userid' 'eventid'))I have inserted the data into database using this model successfully. But while selecting data it is showing the error like :django.db.utils.OperationalError: ( \""Unknown column 'Participationdata.id' in 'field list'\"")How should I resolve this ?",Unknown column &#;ModelName.id&#; in &#;field list&#;&quot;
 python ,"I have a file displayed as follows. I want to delete the lines start from &gt;rev_ until the next line with &gt; not delete the &gt; line. I want a python code to realize it.input file:&gt;namefgrsagrhshsjtdkjjfsdljgagdahdrahgsag&gt;rev_name                # delete from herejfdsfjdlsgrgagrehdsahfsagasfd                  # until here&gt;namejfosajgreajljioesfgfjsdsagjljljlj&gt;rev_name                # delete from herejflsajgljkopljljasffdsa               # until here&gt;name.......output file:&gt;namefgrsagrhshsjtdkjjfsdljgagdahdrahgsag&gt;namejfosajgreajljioesfgfjsdsagjljljlj&gt;name.......My code is as follows but it can not work.mark = {}with open(\""human.fasta\"") as inf open(\""human_norev.fasta\""'w') as outf:    for line in inf:        if line[:] == '&gt;rev_':            mark[line] =         elif line[] == '&gt;':            mark[line] =     if mark[line] == :        outf.write(line)""",How to delete the lines from certain lines to another certain lines with python
 python python-.  ,"from sys import exitdef dead(why):    print why \""Good job!\""    exit()print \""There is bear here.\""print \""The bear has a bunch of honey.\""print \""The fat bear is infront of another door.\""print \""How are you going to move the bear?\""bear_moved = Falsewhile True:    next = raw_input(\""&gt;\"")    if next == \""take honey\"":        dead(\""The bear looks at you then slaps your face off.\"")    elif next == \""taunt bear\"" and not bear_moved:        print \""The bear has moved form the door. You can go through it now.\""        bear_moved = True    elif next == \""taunt bear\"" and bear_moved:        dead(\""The bear gets pissed off and chews your leg off.\"")    else:        print \""I got no idea what that means.\""Please help me to understand the while loop <ol>Why in line  was it written: and not bear_moved What does it mean?Line : Why was bear_moved = True declared? As before we already declared bear_moved = False in line ?Line : Why and bear_moved written again?</ol>",Excerice  from Learn Python The Hard Way
 python numpy python-imaging-library scikit-image steganography ,"I'm trying to make Zhao-Koch's steganography alghorithm realization however the extracted message does not correspond to the impemented and I can't seem to grasp what causes it.Here's the code:Implementation:from PIL import Imagefrom sklearn.feature_extraction import imageimport numpy as npfrom scipy.fftpack import dctfrom scipy.fftpack import idctpic = Image.open('lama.jpg') # container x jpg picturepic_size = pic.size #picture sizeycbcr = pic.convert('YCbCr') # conversion to YCbCr since PIL opens everything in RGB(y cb cr) = ycbcr.split() #splitting the colour channelsu =  # coordinates for the DCT coefficients to change. [u][v] and [u][v]v = u = v = P =  # Threshold value to compare the difference of the coefficients withcvz = [            ] # test messagei =  #acb = np.asarray(cb dtype='int') # colour channel as array. int because absolute difference may go out of the [] boundaries.patches = image.extract_patches_d(acb ( )) # dividing array to x blocksfor patch in patches: # Applying     dct(patch overwrite_x = True)while (i &lt; len(cvz)): # going through message bits    patch = patches[i] # take block    K = patch[u][v] # first coefficient    K = patch[u][v] # second coefficient    K = abs(K) - abs(K) # difference of absolute values        cur_bit = cvz[i] # take one bit of the message    if (cur_bit == ) &amp; (K &gt;= -P): # Implementation works the following way: if message bit is  than K must be more than P. If it's  K must be less than -P. If the requirements are not met the coefficients change.        i = i +        while (K &gt;= -P): # changing coefficient            K = K -             print(K)            K = K +             print(K)            K = abs(K) - abs(K)        patch[u][v] = K # applying new values        patch[u][v] = K # applying new values    elif (cur_bit == ) &amp; (K &lt;= P): # changing coefficient        i = i +         while (K &lt;= P):            K = K +             print(K)            K = K -             print(K)            K = abs(K) - abs(K)        patch[u][v] = K # applying new values        patch[u][v] = K # applying new values    else: # requirements are met and there is no need to change coefficients        i = i + for patch in patches: # applying IDCT to blocks    idct(patch overwrite_x = True)acb = image.reconstruct_from_patches_d(patches ()) # reconstructing colour channelacb = acb.astype(np.uint) # convertingcb_n = Image.fromarray(acb 'L') # converting colour channel array to imagechanged_image = Image.merge('YCbCr' (ycb_ncr)) # merging channels to create new imagechanged_image.save(\""stego.jpeg\"") # saving imageExtraction:from PIL import Imagefrom sklearn.feature_extraction import imageimport numpy as npfrom scipy.fftpack import dctfrom scipy.fftpack import idctpic = Image.open('stego.jpeg')ycbcr = pic.convert('YCbCr')(y cb cr) = ycbcr.split()u = v = u = v = length = i = cvz = []acb = np.asarray(cb dtype='int')patches = image.extract_patches_d(acb ( ))for patch in patches:    dct(patchoverwrite_x = True)while (i &lt; length): # extracting message. If absolute of coefficient  is more than absolute of coefficient  than message bit is . Otherwise it's     patch = patches[i]    print (patch[u][v])    print (patch[u][v])    K = abs(patch[u][v])    K = abs(patch[u][v])    if (K &gt; K):        cvz.append()        i = i +     else:        cvz.append()        i = i + print(cvz)However the extracted message is wrong:original message:  [            ]extracted message: [            ] I'm guessing that I'm doing something wrong with coefficient changes.Can someone help me with it please?",Zhao-Koch&#;s steganography alghorithm realization (extraction issue)
 python ansible jinja  ,"I am struggling with this script to print it's output on new lines. I have tried a few proposed solutions online but none seem to be working. Below is snippet of my playbook.tasks: - debug: msg={% for oct in range() %}...{{ oct }}{% endfor %}The output i am getting is this  TASK [debug] *******************************************************************     ok: [localhost] =&gt; {    \""msg\"": \""......\""I need an output like thisTASK [debug] *******************************************************************     ok: [localhost] =&gt; {    \""msg\"": \""...\""           \""...\""I tried insert a \ like so {% for oct in range() %}...{{ oct }}'\'{% endfor %} but that only prints the \ as a string in my output.",Printing output on new lines in ansible jinja template
 python matplotlib ,"I am trying to understand this code snippet:def add_inset(ax rect *args **kwargs):    box = ax.get_position()    inax_position = ax.transAxes.transform(rect[:])    infig_position = ax.figure.transFigure.inverted().transform(inax_position)    new_rect = list(infig_position) + [box.width * rect[] box.height * rect[]]    return fig.add_axes(new_rect *args **kwargs)This code adds an inset to an existing figure. It looks like this:<a href=\""https://i.stack.imgur.com/wlAi.png\"" rel=\""nofollow noreferrer\""><img src=\""https://i.stack.imgur.com/wlAi.png\"" alt=\""enter image description here\""></a>The original code is from <a href=\""http://nbviewer.jupyter.org/github/jakevdp/ProntoData/blob/master/BasicAnalysis.ipynb#Trips-Over-the-Year\"" rel=\""nofollow noreferrer\"">this notebook file</a>.I don't understand why two coordinates transformation are needed:inax_position = ax.transAxes.transform(rect[:])infig_position = ax.figure.transFigure.inverted().transform(inax_position)",Matplotlib coordinates tranformation
 python pyqt qwidget  ,"This is PyQT code that I have to be executed in Spyder. The first time I executed it it works well. On the second time it says:  QWidget: Must construct a QApplication before a QPaintDevice \""I searched for solution but nothing worked for me. from PyQt import QtGui QtCoreimport sysclass Window(QtGui.QWidget):    def __init__(self):           QtGui.QWidget.__init__(self)           self.button = QtGui.QPushButton('Test' self)           self.button.clicked.connect(self.handleButton)           layout = QtGui.QVBoxLayout(self)           layout.addWidget(self.button)    def handleButton(self):           print ('Hello World')if __name__ == '__main__':app = QtGui.QApplication(sys.argv)window = Window()window.show()app.exec_()#sys.exit(app.exec_())I even commented sys.exit() which some people proposed. Could someone help me to get rid of this error as I am restarting the kernel every other time to execute. ",PyQT exit error in SPYDER
 python regex matching keyword ,"I want to find words that appear after a keyword (specified and searched by me) and print out the result. I know that i am suppose to use regex to do it and i tried it out too like this:import res = \""hi my name is ryan and i am new to python and would like to learn more\""m = re.search(\""^name: (\\w+)\"" s)print m.groups()The output is just:\""is\""But I want to get all the words and punctuations that comes after the word \""name\"".""",Finding words after keyword in python
 php python google-drive-sdk google-oauth gsuite  ,"Is their a way to check by making an API call to google Drive that if a particular Team Drive is Trashed or not?I have tried to do a GET request to the particular Team drive which is trashed by the user. But I get  response So how can I detect the team-drive was trashed by userGET <a href=\""https://www.googleapis.com/drive/v/teamdrives/\"" rel=\""nofollow noreferrer\"">https://www.googleapis.com/drive/v/teamdrives/</a>{trashed-team-drive-id}",How to check if a Team drive is Trashed in Google Drive REST API?
 python python-.x url ,I want to check .iso image url is valid or not using python.Is any module in python to validate url. like urllib and urllib,How can i check .iso image url is valid or not using python
 python mongodb rest eve  ,"I have the following schema in my domain configuration :DOMAIN = {  'adv': {    'schema': {      '_id': {'type': 'string'}      'matchups': {        'type': 'dict'        'schema': {          'name': {'type': 'string'}          'value': {'type': 'double'}        }      }    }  }}although sorting by _id works : http://...:/adv/?sort=[(\""_id\"")]sorting by dict value or name doesn't work :http://...:/adv/?sort=[(\""matchups.value\"""")]""",Sorting a dict by value in GET query with eve REST API
 python data-science ,"I'm trying to understand how can I address columns after using get_dummies.For example let's say I have three categorical variables.first variable has  levels.second variable has  levels.third variable has  levels.df=pd.DataFrame({\""a\"":[\""Yes\""\""Yes\""""\""No\""""\""No\""""\""No\""""\""Yes\""""\""Yes\""]"" \""b\"":[\""a\""""\""b\""""\""c\""""\""d\""""\""e\""""\""a\""""\""c\""]""\""c\"":[\""\""""\""\""""\""\""""\""\""""\""\""""\""\""""\""\""]})I created dummies for all three variable in order to use them in sklearn regression in python. df = pd.get_dummies(df""drop_first=True)Now I want to create two interactions (multiplication): bc "" bahow can I create the multiplication between each dummies variable to another one without using their specific names like that: df['a_yes_b'] = df['a_Yes']*df['b_b']df['a_yes_c'] = df['a_Yes']*df['b_c']df['a_yes_d'] = df['a_Yes']*df['b_d']df['a_yes_e'] = df['a_Yes']*df['b_e']df['c__b'] = df['c_']*df['b_b']df['c__c'] = df['c_']*df['b_c']df['c__d'] = df['c_']*df['b_d']df['c__e'] = df['c_']*df['b_e']Thanks.""",Interactions between dummies variables in python
 python python-. python-.x  ,I'm new to python and interested in learning command line frameworks to build one console app in python. I searched in google and found few frameworks like cement asciimatics but I didn't find any tutorials or documents to learn more.Can someone please guide me to find more information about that.Thanks in advance.,Command line frameworks
 python rsa mcrypto python-venv falconframework ,"We have recently developed an API that uses RSA the main problem is that in console it works correctly but once entering the \""venv\"" of the application it show different errors.Traceback (most recent call last):File \""/root/merci_api/venv/lib/python./site-packages/gunicorn/arbiter.py\"" line "" in spawn_worker    worker.init_process()  File \""/root/merci_api/venv/lib/python./site-packages/gunicorn/workers/base.py\"""" line "" in init_process    self.load_wsgi()  File \""/root/merci_api/venv/lib/python./site-packages/gunicorn/workers/base.py\"""" line "" in load_wsgi    self.wsgi = self.app.wsgi()  File \""/root/merci_api/venv/lib/python./site-packages/gunicorn/app/base.py\"""" line "" in wsgi    self.callable = self.load()  File \""/root/merci_api/venv/lib/python./site-packages/gunicorn/app/wsgiapp.py\"""" line "" in load    return self.load_wsgiapp()  File \""/root/merci_api/venv/lib/python./site-packages/gunicorn/app/wsgiapp.py\"""" line "" in load_wsgiapp    return util.import_app(self.app_uri)  File \""/root/merci_api/venv/lib/python./site-packages/gunicorn/util.py\"""" line "" in import_app    __import__(module)  File \""/root/merci_api/main.py\"""" line "" in &lt;module&gt;    import transaction_commit  File \""/root/merci_api/transaction_commit.py\"""" line "" in &lt;module&gt;    import cfdi  File \""/root/merci_api/cfdi.py\"""" line "" in &lt;module&gt;    from MCrypto import RSA  File \""/root/merci_api/venv/lib/python./site-packages/MCrypto-..-py.-linux-x_.egg/MCrypto/__init__.py\"""" line  in &lt;module&gt;    from MCrypto import (ASN AuthCookie BIO BN DH DSA EVP Engine Err""  File \""/root/merci_api/venv/lib/python./site-packages/MCrypto-..-py.-linux-x_.egg/MCrypto/SSL/__init__.py\"""" line  in &lt;module&gt;    from MCrypto.SSL.SSLServer import (ForkingSSLServer SSLServer""  File \""/root/merci_api/venv/lib/python./site-packages/MCrypto-..-py.-linux-x_.egg/MCrypto/SSL/SSLServer.py\"""" line  in &lt;module&gt;    from SocketServer import BaseServer ForkingMixIn TCPServer ThreadingMixInImportError: No module named 'SocketServer'MCrypto libraries were installed in both ubuntu and pip.The code that use RSA is:def sella_xml(cfdi numero_certificado archivo_cer archivo_pem):    keys = RSA.load_key(archivo_pem)    cert_file = open(archivo_cer 'r')    cert = base.bencode(cert_file.read())    xdoc = ET.fromstring(cfdi)    xsl_root = ET.parse('cadenaoriginal__.xslt')    xsl = ET.XSLT(xsl_root)    cadena_original = xsl(xdoc)    digest = hashlib.new('sha' str(cadena_original)).digest()    sello = base.bencode(keys.sign(digest"" \""sha\""))    comp = xdoc.get('Comprobante')    xdoc.attrib['Sello'] = sello    xdoc.attrib['Certificado'] = cert    return ET.tostring(xdoc)Command for Run Env: /root/merci_api/venv/bin/gunicorn --workers  -b localhost: main:appAny advice?What am i doing wrong?""",Falcon python MCrypto RSA Error
